Date,Location,District,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,AQI,AQI_Category
2024-12-24,Rasol,Dhenkanal,22.2,51.6,11.6,8.5,0.42,58.2,14.0,57.2,58,Satisfactory
2024-12-24,Renthapat,Dhenkanal,13.8,11.5,28.6,1.0,0.2,16.4,23.9,44.8,36,Good
2024-12-24,Rupra,Kalahandi,21.06,54.47,17.16,10.270000000000001,0.26,6.5,15.8,47.7,65,Satisfactory
2024-12-25,Balanpada,Kalahandi,33.410000000000004,79.03999999999999,18.46,1.3,0.26,24.05,24.2,57.3,94,Satisfactory
2024-12-25,Baliamba,Dhenkanal,36.8,56.5,14.7,10.4,0.28,45.3,23.8,64.9,61,Satisfactory
2024-12-25,Bampa,Dhenkanal,9.3,14.5,2.0,12.9,0.25,9.9,19.8,56.8,16,Good
2024-12-25,Chandpur,Dhenkanal,8.4,10.0,35.6,4.1,0.27,31.0,25.0,48.4,44,Good
2024-12-25,Charbahal,Kalahandi,6.5,33.019999999999996,7.800000000000001,5.07,0.42900000000000005,39.910000000000004,21.8,55.6,39,Good
2024-12-25,Deypur,Kalahandi,29.51,54.730000000000004,29.380000000000003,1.3,0.9359999999999999,21.71,21.9,40.5,65,Satisfactory
2024-12-25,Dhenkanal,Dhenkanal,98.5,165.8,4.8,1.0,0.79,17.2,25.0,60.1,227,Poor
2024-12-25,Jaypatna,Kalahandi,14.690000000000001,37.31,28.86,10.270000000000001,1.274,29.119999999999997,17.4,46.7,44,Good
2024-12-25,Jaypatna,Kalahandi,38.87,82.94,33.28,7.41,0.546,6.5,23.9,45.9,99,Satisfactory
2024-12-25,Kamakhyanagar,Dhenkanal,29.9,59.9,6.9,4.4,0.63,33.7,17.3,52.9,60,Satisfactory
2024-12-25,Kusumjodi,Dhenkanal,12.5,19.6,19.4,4.7,0.66,22.4,21.8,51.7,33,Good
2024-12-25,Kusumjodi,Dhenkanal,5.0,13.0,14.1,1.0,0.4,14.6,15.4,48.2,20,Good
2024-12-25,Mukhiguda,Kalahandi,17.42,32.89,10.66,5.720000000000001,0.676,20.67,20.7,58.0,39,Good
2024-12-25,Muktapas,Dhenkanal,5.0,19.1,4.3,14.4,0.2,5.0,23.6,50.1,19,Good
2024-12-25,Mundeilo,Dhenkanal,41.3,99.1,9.1,4.8,0.2,5.0,18.5,46.3,99,Satisfactory
2024-12-25,Narla,Kalahandi,26.0,45.11000000000001,25.22,5.8500000000000005,0.44200000000000006,32.5,17.1,48.1,54,Satisfactory
2024-12-25,Patarapada,Dhenkanal,7.6,10.0,2.0,2.5,0.36,6.5,24.1,42.4,18,Good
2024-12-26,Deogan,Dhenkanal,27.3,51.5,2.0,1.3,0.67,7.6,24.5,63.7,52,Satisfactory
2024-12-26,Deypur,Kalahandi,61.88,135.32999999999998,14.170000000000002,8.97,1.586,38.35,22.2,46.6,162,Moderate
2024-12-26,Kantilo,Dhenkanal,30.3,26.7,31.6,1.0,1.01,8.9,19.4,46.1,45,Good
2024-12-26,Motar,Kalahandi,39.13,63.57,11.05,2.3400000000000003,0.6890000000000001,36.4,21.5,54.9,76,Satisfactory
2024-12-26,Mukhiguda,Kalahandi,31.330000000000002,64.48,15.86,8.71,0.26,15.340000000000002,20.1,55.2,77,Satisfactory
2024-12-26,Patarapada,Dhenkanal,23.1,48.2,28.1,2.8,0.33,18.2,15.0,49.1,48,Good
2024-12-26,Rasol,Dhenkanal,18.7,39.7,17.8,5.5,0.61,41.8,18.0,40.8,42,Good
2024-12-27,Baisinga,Dhenkanal,6.7,10.0,28.2,1.0,0.34,5.0,15.5,44.8,35,Good
2024-12-27,Berhampur,Ganjam,27.2,60.6,39.2,11.0,0.24,36.2,25.5,61.6,61,Satisfactory
2024-12-27,Chapria,Kalahandi,23.790000000000003,41.730000000000004,4.9399999999999995,5.59,0.39,7.279999999999999,24.2,43.7,50,Good
2024-12-27,Daspur,Kalahandi,34.71,54.21000000000001,19.89,3.6399999999999997,0.42900000000000005,51.35,22.2,52.0,65,Satisfactory
2024-12-27,Junagarh,Kalahandi,26.52,55.9,6.89,1.3,1.274,8.71,15.3,63.8,67,Satisfactory
2024-12-27,Kaigam,Kalahandi,24.830000000000002,73.58,23.66,10.66,0.377,11.700000000000001,19.6,64.2,88,Satisfactory
2024-12-27,Kantilo,Dhenkanal,8.1,13.0,9.5,1.3,0.28,18.2,25.6,45.7,18,Good
2024-12-27,Kantioputasahi,Dhenkanal,27.9,64.6,4.2,10.9,0.21,5.7,21.2,47.5,65,Satisfactory
2024-12-27,Mahulpal,Dhenkanal,25.9,35.4,12.7,4.7,0.77,9.9,18.3,53.9,43,Good
2024-12-27,Mrudanga,Dhenkanal,9.7,10.0,11.6,5.4,1.16,14.7,25.1,40.4,54,Satisfactory
2024-12-27,Mukhiguda,Kalahandi,11.440000000000001,24.57,9.23,11.57,1.898,10.790000000000001,14.9,54.7,29,Good
2024-12-27,Nihalprasad,Dhenkanal,13.9,21.9,6.0,9.8,0.37,7.2,21.6,40.8,23,Good
2024-12-27,Sanda,Dhenkanal,16.4,42.4,2.6,3.7,2.11,9.0,24.2,60.0,101,Moderate
2024-12-27,Talampadar,Kalahandi,26.650000000000002,60.45,11.309999999999999,1.3,1.599,27.430000000000003,17.9,58.3,72,Satisfactory
2024-12-27,Talampadar,Kalahandi,29.25,58.63,8.06,2.9899999999999998,0.325,26.26,18.2,40.1,70,Satisfactory
2024-12-27,Thuamul Rampur,Kalahandi,6.5,31.330000000000002,16.12,19.89,1.1960000000000002,20.02,15.9,61.4,37,Good
2024-12-28,Badasuanlo,Dhenkanal,26.6,51.0,2.0,3.0,0.44,16.9,18.8,54.2,51,Satisfactory
2024-12-28,Balimi,Dhenkanal,16.4,12.6,6.3,4.8,0.2,5.0,15.6,57.1,27,Good
2024-12-28,Berhampur,Ganjam,37.1,69.9,43.7,11.2,1.7,48.9,14.8,42.3,84,Satisfactory
2024-12-28,Chandrasekhar Prasad,Dhenkanal,30.6,64.6,2.0,1.0,0.89,23.3,25.0,51.8,65,Satisfactory
2024-12-28,Chapria,Kalahandi,18.720000000000002,30.680000000000003,5.59,5.59,1.573,9.49,16.8,51.5,36,Good
2024-12-28,Dharmasala,Jajpur,26.24,37.12,19.52,20.0,0.32000000000000006,19.200000000000003,20.7,41.7,44,Good
2024-12-28,Dighi,Dhenkanal,24.2,30.1,3.2,5.9,0.21,29.5,24.6,44.4,40,Good
2024-12-28,Gudialipadar,Kalahandi,6.5,15.08,3.12,4.16,0.377,6.5,19.1,64.1,20,Good
2024-12-28,Kalyanpur,Jajpur,50.72,62.08,11.200000000000001,10.240000000000002,2.112,14.56,17.2,41.1,76,Satisfactory
2024-12-28,Kamalanga,Dhenkanal,19.9,28.4,19.5,1.7,1.66,20.1,17.6,58.9,81,Satisfactory
2024-12-28,Khankira,Dhenkanal,12.7,33.1,15.6,5.2,0.47,22.5,24.7,40.5,33,Good
2024-12-28,Madanpur,Kalahandi,28.340000000000003,72.53999999999999,20.02,16.900000000000002,0.29900000000000004,6.5,18.7,60.8,87,Satisfactory
2024-12-28,Poruhakhoja,Dhenkanal,17.3,41.9,5.8,12.4,0.52,5.0,22.2,62.6,42,Good
2024-12-28,Pujariguda,Kalahandi,31.590000000000003,41.34,19.63,11.18,0.26,6.5,25.2,42.1,49,Good
2024-12-28,Regoda,Kalahandi,18.720000000000002,40.690000000000005,7.93,1.3,1.0270000000000001,48.230000000000004,19.1,55.8,48,Good
2024-12-28,Sambalpur,Sambalpur,118.2,202.2,20.5,1.0,0.52,42.7,21.4,43.6,294,Poor
2024-12-29,Badajhara,Dhenkanal,15.0,17.3,12.7,4.3,0.34,19.7,21.6,42.0,25,Good
2024-12-29,Balimi,Dhenkanal,10.1,23.8,13.3,1.0,0.2,18.1,23.9,49.6,24,Good
2024-12-29,Balimi,Dhenkanal,11.2,24.8,6.0,3.5,1.25,9.6,23.7,49.5,59,Satisfactory
2024-12-29,Bampa,Dhenkanal,28.4,62.7,2.7,6.4,0.23,7.6,17.8,41.7,63,Satisfactory
2024-12-29,Berhampur,Ganjam,24.6,47.5,18.3,3.3,0.65,21.8,21.6,41.6,48,Good
2024-12-29,Berhampur,Ganjam,64.9,128.4,23.5,6.2,1.3,36.1,16.8,60.2,119,Moderate
2024-12-29,Gudigaon,Kalahandi,21.32,31.200000000000003,9.620000000000001,4.680000000000001,0.26,22.75,14.7,53.4,37,Good
2024-12-29,Gudigaon,Kalahandi,10.01,13.0,10.66,5.9799999999999995,0.46799999999999997,40.43,21.0,40.8,32,Good
2024-12-29,Hatura,Dhenkanal,20.0,52.1,7.4,1.4,0.68,5.0,25.7,59.2,52,Satisfactory
2024-12-29,Kumusi,Dhenkanal,5.0,10.0,2.0,3.4,0.78,5.0,18.0,48.8,39,Good
2024-12-29,Nakrundi,Kalahandi,17.55,34.580000000000005,13.26,12.48,0.26,9.879999999999999,16.2,58.6,41,Good
2024-12-29,Sadasivapur,Dhenkanal,25.3,29.6,39.0,6.7,0.21,6.4,20.7,62.7,49,Good
2024-12-29,Saganbhadi,Kalahandi,11.18,13.0,2.6,22.230000000000004,0.767,13.78,17.5,40.9,20,Good
2024-12-30,Dhanrabhata,Kalahandi,59.28,113.36000000000001,8.58,3.25,0.8710000000000001,28.47,21.5,63.9,136,Moderate
2024-12-30,Dharmagarh,Kalahandi,33.15,65.13000000000001,6.24,10.4,0.546,16.64,16.3,56.0,78,Satisfactory
2024-12-30,Hindol,Dhenkanal,10.4,10.0,26.7,1.0,0.23,5.0,19.6,60.2,33,Good
2024-12-30,Kaigam,Kalahandi,12.22,13.0,7.670000000000001,14.559999999999999,1.677,27.82,25.3,59.1,22,Good
2024-12-30,Kankutru,Kalahandi,30.16,20.930000000000003,8.32,4.42,0.962,12.870000000000001,22.8,61.5,45,Good
2024-12-30,Kasipur,Dhenkanal,23.1,50.7,4.6,9.3,0.49,11.7,16.1,51.9,61,Satisfactory
2024-12-30,Khuntujhari,Dhenkanal,5.0,15.8,5.2,2.6,0.2,11.5,25.1,55.7,16,Good
2024-12-30,Khuntujhari,Dhenkanal,5.0,10.0,5.0,1.0,0.2,20.8,23.6,62.7,21,Good
2024-12-30,Kusupunga,Dhenkanal,21.2,24.8,6.0,3.4,0.47,21.1,17.9,51.7,35,Good
2024-12-30,Kuturia,Dhenkanal,5.0,23.3,8.3,1.0,0.25,45.5,16.4,54.4,46,Good
2024-12-30,Odapada,Dhenkanal,34.0,85.7,11.9,1.0,0.92,30.0,16.4,54.0,86,Satisfactory
2024-12-30,Saranga,Dhenkanal,5.0,10.0,9.3,5.6,0.39,15.3,20.6,40.9,20,Good
2024-12-30,Sibapur,Dhenkanal,11.3,10.0,12.5,6.8,0.34,9.0,19.2,63.1,19,Good
2024-12-31,Baisinga,Dhenkanal,20.6,50.6,7.9,6.7,0.44,23.5,15.6,49.4,61,Satisfactory
2024-12-31,Dharmagarh,Kalahandi,75.53,142.22,10.790000000000001,2.4699999999999998,0.9359999999999999,67.99,23.6,44.4,170,Moderate
2024-12-31,Digambarpur,Dhenkanal,26.8,45.1,4.5,4.0,0.21,12.5,14.4,54.5,45,Good
2024-12-31,Gulehi,Dhenkanal,8.0,22.2,4.7,10.4,0.35,49.7,14.1,56.0,50,Good
2024-12-31,Jamunakote,Dhenkanal,12.5,31.7,5.8,14.3,0.2,15.2,15.0,55.6,32,Good
2024-12-31,Jogimunda,Kalahandi,37.440000000000005,65.0,25.35,13.26,1.4170000000000003,66.56,22.6,47.0,78,Satisfactory
2024-12-31,Panikoili,Jajpur,8.0,16.0,44.0,2.5600000000000005,1.904,24.8,24.6,50.8,44,Good
2024-12-31,Pingua,Dhenkanal,5.0,18.4,10.3,8.8,0.6,6.4,18.9,51.8,30,Good
2024-12-31,Saganbhadi,Kalahandi,35.1,77.35000000000001,8.97,1.3,0.533,27.3,14.5,60.3,92,Satisfactory
2024-12-31,Sanda,Dhenkanal,22.4,45.7,14.9,2.7,0.33,16.3,15.5,46.2,46,Good
2024-12-31,Sarang,Dhenkanal,17.7,30.2,57.6,9.0,0.67,59.6,24.0,64.2,72,Satisfactory
2025-01-01,Baladibandha,Dhenkanal,20.0,48.4,5.5,3.8,0.21,20.5,15.3,60.3,48,Good
2025-01-01,Bhalibol Kateni,Dhenkanal,5.0,15.2,19.0,6.8,0.2,24.3,17.0,57.8,24,Good
2025-01-01,Bhawanipatna,Kalahandi,39.13,69.94,9.49,10.270000000000001,1.3,48.1,22.5,40.8,83,Satisfactory
2025-01-01,Bhuban,Dhenkanal,26.8,37.5,82.6,13.9,0.2,34.1,23.8,60.1,103,Moderate
2025-01-01,Bhusal,Dhenkanal,34.4,37.5,9.2,5.6,0.31,10.9,22.3,42.1,57,Satisfactory
2025-01-01,Dayanabili,Dhenkanal,18.2,23.1,9.8,5.4,0.41,17.8,17.7,58.1,30,Good
2025-01-01,Kaimati,Dhenkanal,21.5,28.8,5.8,1.0,0.22,36.6,24.4,60.8,37,Good
2025-01-01,Kankutru,Kalahandi,32.11,40.82,11.700000000000001,10.790000000000001,0.481,30.680000000000003,22.5,59.0,48,Good
2025-01-01,Kansara,Dhenkanal,11.7,11.1,9.2,6.0,0.3,16.6,22.3,60.3,20,Good
2025-01-01,Kantilo,Dhenkanal,14.3,14.9,4.7,3.7,1.18,15.5,25.0,41.0,55,Satisfactory
2025-01-01,Mahisapat,Dhenkanal,45.2,86.6,3.7,1.2,0.73,17.9,22.5,43.8,87,Satisfactory
2025-01-01,Mandar,Dhenkanal,34.2,56.6,20.0,3.9,0.42,27.1,21.3,57.9,57,Satisfactory
2025-01-01,Rupra,Kalahandi,39.910000000000004,77.35000000000001,6.760000000000001,15.08,0.8969999999999999,13.26,15.0,54.4,92,Satisfactory
2025-01-02,Baladibandha,Dhenkanal,7.2,10.0,9.3,5.8,0.52,6.1,16.7,45.4,26,Good
2025-01-02,Kantiokateni,Dhenkanal,23.1,50.3,13.7,2.5,0.89,23.3,21.2,46.6,60,Satisfactory
2025-01-02,Khandagiri,Khordha,32.940000000000005,50.940000000000005,59.4,10.26,1.584,48.6,22.4,53.6,61,Satisfactory
2025-01-02,Kusumkhunti,Kalahandi,50.44,115.96000000000001,2.6,11.57,0.663,6.5,17.7,41.8,139,Moderate
2025-01-02,Kutumara,Kalahandi,34.580000000000005,89.96000000000001,25.869999999999997,1.3,0.26,20.28,21.2,52.3,107,Moderate
2025-01-02,Mahulpal (K),Dhenkanal,43.1,98.4,7.4,1.0,1.17,5.0,19.2,46.3,98,Satisfactory
2025-01-02,Mandinga,Kalahandi,48.88,94.12,13.91,9.49,0.26,21.32,22.6,49.7,112,Moderate
2025-01-02,Motanga,Dhenkanal,29.9,72.5,12.0,1.0,2.78,9.6,22.0,42.1,110,Moderate
2025-01-02,Mottanga,Dhenkanal,21.1,31.6,12.0,1.0,0.31,18.1,15.1,40.4,35,Good
2025-01-02,Mundeilo,Dhenkanal,14.9,29.6,17.5,6.1,0.2,13.6,21.0,40.1,30,Good
2025-01-02,Narayanpur,Kalahandi,53.17,149.24,15.86,28.21,0.5720000000000001,11.18,21.5,61.3,179,Moderate
2025-01-02,Rakamal,Kalahandi,6.5,28.080000000000002,4.8100000000000005,1.56,0.741,28.47,17.8,45.5,33,Good
2025-01-02,Tentulikhunti,Kalahandi,26.26,20.02,4.29,5.07,0.26,19.759999999999998,22.3,59.6,39,Good
2025-01-03,Ambapalasa,Dhenkanal,27.5,46.1,22.3,4.9,0.56,56.4,19.1,48.0,56,Satisfactory
2025-01-03,Arebeda,Kalahandi,6.5,13.0,2.6,2.21,0.26,13.39,15.8,60.0,20,Good
2025-01-03,Berhampur,Ganjam,20.0,35.4,15.4,7.6,0.46,83.2,18.7,55.0,83,Satisfactory
2025-01-03,Bhairpur,Dhenkanal,43.3,53.2,6.0,9.1,0.39,15.4,17.8,49.3,72,Satisfactory
2025-01-03,Bhawanipatna,Kalahandi,79.82000000000001,138.97,31.590000000000003,10.14,0.65,38.09,22.5,42.6,166,Moderate
2025-01-03,Chandapur,Dhenkanal,12.2,16.4,15.5,6.8,0.45,11.0,15.7,47.7,22,Good
2025-01-03,Dighi,Dhenkanal,15.4,29.1,2.0,2.8,0.83,20.8,17.0,56.1,42,Good
2025-01-03,Gundurapasi,Dhenkanal,28.1,59.3,7.7,1.5,0.2,11.3,18.4,43.7,59,Satisfactory
2025-01-03,Hatura,Dhenkanal,32.1,39.3,11.5,6.7,0.58,29.2,21.8,45.0,53,Satisfactory
2025-01-03,Junagarh,Kalahandi,27.82,44.85,28.47,19.240000000000002,1.1440000000000001,26.91,23.5,49.6,53,Satisfactory
2025-01-03,Kankeri,Kalahandi,21.97,33.28,2.6,5.8500000000000005,0.26,16.25,23.7,59.5,39,Good
2025-01-03,Kesinga,Kalahandi,23.790000000000003,29.51,14.3,2.08,0.26,79.17,15.7,50.2,63,Satisfactory
2025-01-03,Mahabirod (K),Dhenkanal,36.3,99.8,8.5,7.3,0.2,12.8,18.7,43.2,100,Satisfactory
2025-01-03,Mahichala,Kalahandi,6.5,13.0,5.2,3.3800000000000003,0.546,29.119999999999997,24.7,44.1,23,Good
2025-01-03,Mottanga,Dhenkanal,23.2,39.8,2.0,1.0,0.78,8.3,17.0,43.9,40,Good
2025-01-03,Muktapas,Dhenkanal,28.2,51.7,6.0,26.2,0.25,44.0,15.1,53.0,52,Satisfactory
2025-01-03,Pangatira,Dhenkanal,13.1,24.9,19.5,1.9,1.04,15.1,15.5,56.9,25,Good
2025-01-03,Pharad,Kalahandi,40.56,70.72,6.89,1.3,1.014,25.35,17.7,44.8,84,Satisfactory
2025-01-03,Pujariguda,Kalahandi,21.840000000000003,47.97,12.22,2.7300000000000004,0.26,6.5,19.5,46.5,57,Satisfactory
2025-01-03,Sialjodi,Kalahandi,6.5,18.720000000000002,23.790000000000003,1.3,0.533,14.950000000000001,22.2,49.9,23,Good
2025-01-03,Siletpada,Kalahandi,26.39,52.910000000000004,2.8600000000000003,1.56,0.26,6.5,18.1,51.1,63,Satisfactory
2025-01-04,Bainsia,Dhenkanal,11.8,37.1,2.0,4.0,0.2,6.0,15.9,54.5,37,Good
2025-01-04,Behera,Kalahandi,34.190000000000005,74.88000000000001,32.11,15.08,0.45499999999999996,42.64,18.6,40.5,89,Satisfactory
2025-01-04,Deypur,Kalahandi,12.61,26.650000000000002,13.520000000000001,1.3,0.46799999999999997,6.5,15.0,64.3,31,Good
2025-01-04,Duhuria,Kalahandi,17.94,75.14,11.700000000000001,5.07,0.338,41.34,17.8,56.9,90,Satisfactory
2025-01-04,Kabera,Dhenkanal,23.7,45.0,13.9,7.2,0.2,9.6,15.0,54.5,45,Good
2025-01-04,Kankadasoda,Dhenkanal,44.5,89.0,3.6,4.5,0.72,10.4,24.4,63.1,89,Satisfactory
2025-01-04,Karagola,Dhenkanal,5.0,10.0,5.9,7.2,0.2,10.2,15.0,46.0,10,Good
2025-01-04,Kerpai,Kalahandi,33.410000000000004,64.48,2.8600000000000003,6.89,0.35100000000000003,6.5,24.2,43.5,77,Satisfactory
2025-01-04,Regoda,Kalahandi,14.170000000000002,28.080000000000002,3.77,11.700000000000001,1.209,6.5,20.5,59.3,33,Good
2025-01-04,Salepali,Kalahandi,19.240000000000002,54.86000000000001,15.73,2.4699999999999998,0.26,12.35,19.7,52.0,65,Satisfactory
2025-01-05,Balarampur,Dhenkanal,26.9,41.5,20.3,1.0,0.2,14.5,23.4,43.9,45,Good
2025-01-05,Berhampur,Ganjam,5.0,18.7,19.9,10.9,0.98,22.0,17.0,51.6,49,Good
2025-01-05,Bhimkela,Kalahandi,11.05,23.53,7.800000000000001,4.680000000000001,0.26,29.900000000000002,18.4,43.5,28,Good
2025-01-05,Dasipur,Dhenkanal,8.3,10.0,3.4,7.5,0.2,8.9,20.1,48.5,14,Good
2025-01-05,Daspur,Kalahandi,39.78,82.68,18.720000000000002,5.720000000000001,0.9750000000000001,20.02,21.3,63.4,99,Satisfactory
2025-01-05,Ghatgaon,Keonjhar,71.4,141.8,4.0,4.4,1.52,83.6,16.2,49.7,170,Moderate
2025-01-05,Gopinathpur,Kalahandi,27.040000000000003,50.050000000000004,13.520000000000001,2.9899999999999998,0.26,6.5,23.9,48.1,60,Satisfactory
2025-01-05,Gundurapasi,Dhenkanal,10.5,13.8,5.9,1.0,0.7,13.5,19.1,59.9,35,Good
2025-01-05,Jayapurakateni,Dhenkanal,19.4,45.5,28.7,4.1,0.83,46.0,17.8,50.1,46,Good
2025-01-05,Koksara,Kalahandi,36.14,86.97000000000001,15.340000000000002,1.6900000000000002,1.534,19.759999999999998,17.1,58.5,104,Moderate
2025-01-05,Kuturia,Dhenkanal,5.0,21.5,8.2,11.5,0.38,28.6,20.9,49.8,29,Good
2025-01-05,Lanjigarh,Kalahandi,49.27,92.42999999999999,69.81,9.360000000000001,2.249,28.340000000000003,18.0,52.9,110,Moderate
2025-01-05,Madanpur Rampur,Kalahandi,50.7,138.19,2.6,21.45,0.377,11.83,23.4,62.4,165,Moderate
2025-01-05,Motar,Kalahandi,6.5,13.0,12.870000000000001,2.8600000000000003,0.481,13.78,17.9,48.6,20,Good
2025-01-05,Mrudanga,Dhenkanal,13.3,30.3,2.8,6.7,0.33,6.6,17.4,56.2,30,Good
2025-01-06,Akhuapal,Dhenkanal,19.5,24.7,17.1,4.6,0.4,14.2,24.1,40.4,32,Good
2025-01-06,Ambapalasa,Dhenkanal,6.6,15.7,3.0,5.3,0.27,5.0,15.9,61.9,16,Good
2025-01-06,Berhampur,Ganjam,26.1,37.9,37.2,25.4,0.94,22.4,21.0,64.0,47,Good
2025-01-06,Bhairpur,Dhenkanal,17.7,28.9,18.3,2.6,0.2,14.4,20.0,48.8,30,Good
2025-01-06,Chandapur,Dhenkanal,8.5,14.9,7.2,11.9,0.26,6.0,20.0,62.8,15,Good
2025-01-06,Digambarpur,Dhenkanal,38.7,50.5,7.1,9.1,0.2,5.0,22.7,63.7,64,Satisfactory
2025-01-06,Jhili,Dhenkanal,14.6,14.1,4.7,3.0,0.44,24.5,23.7,63.2,24,Good
2025-01-06,Junagarh,Kalahandi,24.830000000000002,42.9,23.27,3.77,0.9750000000000001,27.430000000000003,17.8,50.1,51,Satisfactory
2025-01-06,Kandabindha,Dhenkanal,8.7,10.0,6.1,5.0,0.2,15.5,18.5,60.6,16,Good
2025-01-06,Mathakaragola,Dhenkanal,13.9,32.6,2.0,5.5,0.34,23.3,18.6,55.9,33,Good
2025-01-06,Pharad,Kalahandi,19.63,24.44,6.89,10.4,1.6640000000000001,17.68,23.8,62.3,29,Good
2025-01-06,Sialjodi,Kalahandi,9.360000000000001,13.0,2.6,1.3,0.546,35.62,20.8,53.1,28,Good
2025-01-06,Surapratapapur,Dhenkanal,7.3,21.5,19.3,1.0,0.53,6.6,23.1,61.8,26,Good
2025-01-06,Tundla,Kalahandi,6.5,21.19,22.75,13.13,0.8580000000000001,40.690000000000005,16.4,53.6,32,Good
2025-01-07,Baladibandha,Dhenkanal,39.2,100.3,21.5,14.5,0.2,45.0,16.0,59.5,120,Moderate
2025-01-07,Bampa,Dhenkanal,29.0,73.5,2.3,2.1,0.3,5.0,22.3,55.4,74,Satisfactory
2025-01-07,Begunia,Khordha,43.74,89.64,16.02,2.8800000000000003,1.3860000000000001,35.64,24.0,58.9,107,Moderate
2025-01-07,Brundabahal,Kalahandi,21.97,47.06,10.01,14.950000000000001,0.35100000000000003,7.93,19.8,52.7,56,Satisfactory
2025-01-07,Budhibil,Dhenkanal,23.6,50.7,16.2,4.9,0.38,11.1,20.5,61.3,61,Satisfactory
2025-01-07,Jagannathpur,Dhenkanal,5.8,10.0,9.6,2.6,0.69,11.8,16.1,41.6,34,Good
2025-01-07,Kankeri,Kalahandi,10.14,24.180000000000003,9.23,14.82,0.26,21.97,24.9,56.1,29,Good
2025-01-07,Kantamila,Dhenkanal,32.8,52.9,8.6,8.0,0.2,5.0,18.8,49.9,54,Satisfactory
2025-01-07,Makuakateni,Dhenkanal,44.4,62.6,10.8,9.0,0.2,30.1,17.0,51.6,74,Satisfactory
2025-01-07,Motanga,Dhenkanal,35.5,55.0,10.9,3.5,2.01,15.0,18.8,40.5,59,Satisfactory
2025-01-07,Tumusinga,Dhenkanal,19.2,36.9,17.2,11.8,0.21,32.6,15.3,63.5,37,Good
2025-01-08,Basoi,Dhenkanal,5.0,10.0,4.8,2.7,0.55,13.8,18.7,56.3,28,Good
2025-01-08,Berhampur,Ganjam,53.2,88.3,24.6,2.8,0.2,16.6,22.0,58.2,89,Satisfactory
2025-01-08,Bhuban,Dhenkanal,8.6,30.9,7.3,8.3,0.2,25.4,15.4,42.6,31,Good
2025-01-08,Gulehi,Dhenkanal,6.5,18.8,10.4,6.4,0.2,33.1,23.1,62.4,33,Good
2025-01-08,Kasiadihi,Dhenkanal,8.7,10.8,12.7,2.0,0.83,18.5,16.2,42.7,42,Good
2025-01-08,Narla,Kalahandi,23.01,60.45,10.66,6.370000000000001,0.559,25.740000000000002,17.8,44.1,72,Satisfactory
2025-01-08,Nayabhagirathipur,Dhenkanal,11.9,18.6,2.0,11.9,0.57,5.0,16.8,57.0,28,Good
2025-01-08,Nuagaon,Kalahandi,31.72,64.87,46.02,13.78,0.546,31.46,17.7,50.1,77,Satisfactory
2025-01-08,Pastikudi (Junagarh),Kalahandi,41.47,93.72999999999999,5.07,5.460000000000001,0.273,24.96,23.0,48.6,112,Moderate
2025-01-08,Pharad,Kalahandi,18.07,41.21,11.700000000000001,7.670000000000001,0.42900000000000005,6.5,24.1,49.3,49,Good
2025-01-08,Ratanpur,Dhenkanal,49.6,126.9,2.0,1.5,0.24,5.0,21.3,58.1,118,Moderate
2025-01-08,Santhapur,Dhenkanal,16.6,19.9,4.6,3.1,0.38,7.0,18.3,40.1,28,Good
2025-01-09,Akhuapal,Dhenkanal,20.3,48.9,13.7,4.4,0.44,12.7,24.9,63.5,49,Good
2025-01-09,Amathola,Kalahandi,37.7,69.68,17.94,1.3,0.754,14.3,15.2,47.9,83,Satisfactory
2025-01-09,Badakara,Kalahandi,12.870000000000001,24.44,29.64,2.21,0.26,55.510000000000005,23.9,62.9,44,Good
2025-01-09,Bhapur,Dhenkanal,6.7,15.1,18.0,4.5,0.33,5.0,22.9,48.0,22,Good
2025-01-09,Golamunda,Kalahandi,14.690000000000001,35.230000000000004,9.49,7.670000000000001,0.754,16.12,22.8,45.9,42,Good
2025-01-09,Kalanga,Dhenkanal,24.4,45.0,12.3,3.1,0.22,5.0,15.4,46.1,45,Good
2025-01-09,Kaluria,Dhenkanal,12.5,43.4,18.6,9.8,0.78,13.8,23.0,51.2,43,Good
2025-01-09,Kankadahad,Dhenkanal,31.9,53.3,36.4,1.0,0.4,22.0,16.1,55.5,53,Satisfactory
2025-01-09,Kankutru,Kalahandi,45.63,104.39,6.760000000000001,6.11,2.0410000000000004,12.35,20.6,48.4,125,Moderate
2025-01-09,Kantore,Dhenkanal,5.1,10.0,5.9,1.0,2.3,5.5,23.0,59.1,104,Moderate
2025-01-09,Khuntujhari,Dhenkanal,21.8,38.1,6.4,6.6,0.43,9.1,16.4,42.5,38,Good
2025-01-09,Khuntujhari,Dhenkanal,14.0,28.7,14.2,1.0,0.2,5.5,24.2,56.4,29,Good
2025-01-09,Kusumjodi,Dhenkanal,18.7,55.8,15.5,1.0,0.4,34.4,18.4,45.8,56,Satisfactory
2025-01-09,Kusumkhunti,Kalahandi,16.900000000000002,19.89,8.06,2.7300000000000004,0.611,9.75,24.7,61.1,25,Good
2025-01-09,Lanjigarh,Kalahandi,46.15,109.07000000000001,2.6,1.3,3.2370000000000005,36.79,20.8,44.3,130,Moderate
2025-01-09,Laulai,Dhenkanal,29.7,59.0,6.2,3.3,0.62,32.5,20.8,52.8,59,Satisfactory
